1,Freebox,La Freebox est un appareil électronique fourni par le fournisseur d'accès à Internet français Free à ses abonnés haut débit et très haut débit. La Freebox a connu de multiples versions et sous-versions différentes depuis son premier lancement.,freebox.jpg
2,Bioraphinerie,"Les bioraffineries sont des installations qui transforment la biomasse en biocarburant, chaleur et puissance (bioénergie), ainsi qu'en produits chimiques à valeur ajoutée, biomatériaux, produits destinés à l'alimentation humaine, animale, etc",tartas.jpg
3,Voiture,Une voiture ou une automobile est un véhicule automobile à roues propulsé par un moteur destiné au transport terrestre de personnes et de petits objets.,Audi_A5.jpg
4,Barrage,"Un barrage est un ouvrage d'art construit en travers d'un cours d'eau et destiné à réguler le débit du cours d'eau et/ou à en stocker l'eau pour différents usages tels que : contrôle des crues, irrigation, industries, hydroélectricité, pisciculture, réserve d'eau potable, etc",barrage.jpg
5,Remplissage toners,"Le toner ou encre en poudre est l'encre utilisée dans les appareils d'impression photo-électrique, procédé appelé xérographie (inventé par la compagnie Xerox), comme les imprimantes laser et les photocopieurs. Ils sont remplis industriellement par des systèmes automatisés.",remplissage_toners.jpg
6,Treuil électrique,"Un treuil est un dispositif mécanique permettant de commander l'enroulement et le déroulement d'un câble, d'une chaîne ou de tout autre type de filin destiné à porter ou à tracter une charge",treuil.jpg
7,Pompe Milroyal,Une pompe est un dispositif permettant d'aspirer et de refouler un fluide.,pompe.jpg
8,Chaise de dentiste,La chaise de dentiste est un système permettant de positionner le patient afin de faciliter le travail du praticien,chaise_dentiste.jpg
9,Machine de dépose joint,"Cette machine permet de déposer un joint d'étanchéité liquide sur une pièce. La mise en oeuvre est réalisée par un robot 6 axes de dernière génération, permettant la réalisation de trajectoires des plus complexes avec une très grande précision.",depose_joint.jpg
10,Moteur à explosion,Moteur à explosion est un terme communément mais improprement utilisé pour désigner un des moteur à combustion interne qui enflamme le carburant grâce à une bougie,moteur_laguna.jpg
11,Trombone à coulisse,Le trombone à coulisse est un instrument de musique à vent et à embouchure de la famille des cuivres clairs. C'est l'un des rares instruments à vent dont la maîtrise ne nécessite pas l'utilisation individuelle des doigts.,trombone.png
12,Robot de soudage,Un robot de soudage permet de positionner une torche de soudage sur une pièce de manière automatisée,robot_soudage.jpg
13,Machine d'essai de traction,"Une machine de traction (ou machine d'essais mécaniques ou encore machine d'essais universelle) est un appareil de laboratoire utilisé pour réaliser divers essais mécaniques, en général normalisés, sur des éprouvettes ou des pièces de matériau ayant éventuellement subi un vieillissement.",traction.jpg
14,E.P.A.S,Une E.P.A.S. est une Echelle Pivotante Automatique à commande Séquentielle.  Ce système est monté sur le châssis d’un camion de pompiers et permet de déplacer une plate-forme pouvant recevoir deux personnes et un brancard le plus rapidement possible et en toute sécurité. ,epas.jpg
15,Borne de calage,Une borne de calage est un système de calage dont la hauteur est réglable par l'intermédiaire d'une vis,cale_reglable.jpg
16,Grue à tour,Une grue à tour est un appareil de levage et de manutention. C'est un type de grue servant sur les chantiers à la construction d’infrastructures et de bâtiments  on la trouve également sur les chantiers navals. ,grue.jpg
17,Poste de palettisation,Un poste de palettisation permet de remplir des palettes de manière automatisée,palettiseur.jpg
18,Décocheuse industrielle,"Une décocheuse est utilisée avec de détruire le moule en sable autour d'une pièce. Pour cela, elle entraine la pièce en vibration pour évacuer le sable et les noyaux restant dans ses cavités.",decocheuse.jpg
19,Banc d'épreuve hydraulique,Un banc d'épreuve hydraulique permet de tester la résistance en pression de tubes.,banc_epreuve.jpg
20,Chaudière à bois,Une chaudière à bois permet de créer de la chaleur à partir de la combustion du bois.,chaudiere_bois.jpg
21,Pompe Delasco,"La pompe Delasco emploie le principe péristaltique, qui repose sur la capacité que possède un tube en élastomère à se déformer et à reprendre sa forme initiale pour permettre au fluide de couler à travers le système.",pompe_delasco.jpg
22,Motoréducteur,Un motoréducteur est un ensemble composé d'un moteur permettant la mise en rotation d'un axe et d'un réducteur mécanique permettant de diminuer la vitesse de rotation en sortie.,motoreducteur.png
23,Moteur rotatif à palettes,Un moteur rotatif à palette utilise la pression d'un fluide sur des palettes pour être mis en rotation.,moteur_palettes.jpg
24,Pompe à pistons,Une pompe à pistons utilise le mouvement de vas et vient de piston afin de déplacer un fluide,pompe_piston.jpg
25,Moteur à pistons radiaux,Un moteur à pistons radiaux utilise le même principe qu'un moteur à explosion pour être mis en mouvement. La différence vient de la disposition des pistons que se trouvent dans ce cas autour de l'arbre.,moteur_pistons_radiaux.jpg
26,Maxpid,"Le Maxpid est un sous-ensemble extrait d’un robot de récolte d’oranges. Ce robot est capable de repérer et de localiser automatiquement une orange mûre grâce à un système de vision artificielle. Une fois localisée, l’orange est saisie par une ventouse montée en bout du bras. ",maxpid.png
28,Diravi,Le système Diravi est une solution de direction assistée hydraulique. Il permet à partir de la mise sous pression d'un fluide de faciliter la rotation des roues d'une voiture.,diravi.jpg
29,Circuit RC,"Le circuit RC est un circuit électronique classique, il peut avoir plusieurs fonctions.",RC.jpg
30,Amortisseur mécanique,Un amortisseur mécanique est un système qui permet d'amortir les chocs et les vibrations.,amortisseur.png
31,Four industriel,Un four industriel permet électriquement de chauffer des pièces. Il peut avoir un très grand volume.,four_industriel.jpg
32,Batteries,"Une batterie d'accumulateurs, ou plus communément une batterie, est un ensemble d'accumulateurs électriques reliés entre eux de façon à créer un générateur électrique de tension et de capacité désirée. Ces accumulateurs sont parfois appelés éléments de la batterie ou cellule.",batteries.jpg
33,Rhéostat de démarrage,"Un rhéostats est une résistance électrique réglable qui, intercalée dans un circuit, permet d'y modifier l'intensité du courant. Il est généralement constitué d'une résistance variable dimensionnée de manière à supporter l'intensité maximale du courant devant la traverser.",rheostat.jpg
34,Flash,"Un flash photographique est un dispositif produisant une lumière intense pendant un très court laps de temps (environ 1/1000 de seconde), on l'utilise en photographie pour éclairer un sujet.",flash.jpg
35,Variateur de vitesse,Un variateur de vitesse est un composant mécanique permettant de réduire une vitesse de rotation de manière continue.,variateur.jpg
36,Assemblage vissé,Un assemblage vissé est constitué de vis et d'écrou. Il permet de créer des assemblages démontables.,assemblage_boulons.jpg
38,Planeur sous-marin,"Un planeur sous-marin, ou glider sous-marin ou underwater glider ou encore glider AUV, est un appareil autonome (AUV), (ou semi-autonome), de mesure en milieu aquatique - le terme glider venant de l'anglais to glide signifiant planer. En effet un planeur sous-marin est muni de petites ailettes latérales et gère sa profondeur avec un système de ballastes comparable aux sous-marins.",planeur_sous_marin.jpg
39,Raboteuse,Une raboteuse est une machine-outil des métiers du bois. Elle sert à amener une pièce de bois à l'épaisseur et à la largeur désirées par enlèvements successifs de matière.,raboteuse.jpg
40,Colleuse de lamelles,Une colleuse de lamelles est utilisée dans les laboratoires qui effectuent des tests sur des microscopes. Elle permet d'assister le collage des lamelles de verres qui servent à l'observation.,colleuse_lamelles.jpg
41,Démarreur D6RA,Un démarreur est un dispositif permettant de lancer le mouvement d'un moteur thermique.,demarreur.jpg
42,Robot robuglass,Le robot Robuglass est un dispositif permettant le nettoyage des vitres de la pyramide du Louvre,robuglass.jpg
43,Tapis de course à pied,Un tapis de course à pied est une machine d'exercice physique (ergomètre) qui consiste à faire reproduire à l'utilisateur un mouvement qui le ferait se déplacer s'il n'était pas sur la machine,tapis-de-course.jpg
44,Roboclimber,"Le Roboclimber est un robot géotechnique utilisé pour la consolidation des talus de sols naturels ou des escarpements rocheux  au  dessus  des  routes  ou  des  zones  habitées.  Il  est  issu  d’un  programme  européen  de recherche
et  est  actuellement  exploité  par  la société  italienne d’ingénierie D’Appolonia.",roboclimber.jpg
45,Attelage TGV,Un attelage permet de relier mécanique deux trains. Il permet aussi de connecter des dispositifs électriques entre les trains.,attelage_TGV.jpg
46,Mandrin,Le mandrin est une pièce mécanique fixée au bout de l'arbre d'une machine rotative il permet la fixation rapide d'un outil (comme le mandrin de perçage) ou d'une pièce (comme le mandrin de tour).,mandrin.jpg
47,Serre joint,Un serre-joint est un outil de maçon ou de menuisier. Il permet de serrer et de maintenir différentes pièces en contact entre elles.,serre-joint.jpg
48,Cordeuse,Le cordage est la partie de la raquette de tennis entrant en contact avec la balle. Il est constitué de cordes disposées verticalement (appelées montants) et horizontalement (les travers) à l'intérieur du cercle de la raquette. La cordeuse permet d'assister à cette opération.,cordeuse.png
49,Barrière,"Une barrière est un obstacle mobile destiné à bloquer un accès (parking, bâtiment). Elle peut être automatisée.",barriere.png
50,Capsuleuse,Une capsuleuse est un système permettant de visser des capsules sur des bocaux.,grand_indexa.jpg
51,Destructeur d'aiguille,Un destructeur d'aiguille est un système utilisé dans les cabinets médicaux (dentistes). Il permet de détruire les aiguilles de seringue en protégeant le praticien et le patient contre des risques d'infection.,destructeur-aiguille.jpg
55,Moby Crea,Concilier au mieux vie professionnelle et vie familiale est devenu un véritable challenge. Le transat Berceur Autonome répond ainsi à un besoin exprimé par de nombreux parents.,moby.png
56,Axe Emericc,Les axes numériques sont utilisés lorsqu'on désire déplacer des charges avec une dynamique élevée et une certains précision. L'axe Emericc en est un exemple.,Emericc.png
57,Plateforme,"La plateforme de Stewart, également connue sous le nom de positionneur hexapode, est un type de robot parallèle constitué de six actionneurs. Elle a six degrés de liberté : les trois coordonnées de translation ainsi que les angles de tangage, roulement et lacet (Angles d’Euler). Les six jambes sont actionnées pour changer de longueur et varier l’orientation de la plateforme, à une position donnée du plateau supérieur correspond six longueurs uniques des jambes.",stewart.jpg
58,PHP15,La pompe PHP15 est une pompe hydraulique. Elle fait partie intégrante d'un ensemble hydraulique destiné au fonctionnement d'une benne basculante de chantier généralement employée pour le transport des matériaux et le terrassement.,PHP15.jpg
59,Boite Catep,La boite CATEP est un système de réduction de vitesse,Catep.png
60,Boite Redex,La boite REDEX est un système de réduction de vitesse,redex.jpg
61,Réducteur SNT,Le réducteur SNT a la particularité d’être un réducteur à vis sans fin,SNT.jpg
62,Palan Eurochain VL5,"L’EUROCHAIN VL est un palan électrique de la société VERLINDE répondant à des besoins de levage industriel de petite et moyenne capacité (160 à 5000 kg). L’EUROCHAIN VL se combine avec des chariots à déplacement manuel ou électrique installés sur monorail, potence ou pont roulant.",eurochain.jpg
63,Surfaceuse électrique,"Une surfaceuse est un outil qui permet grâce à la rotation d’un disque rugueux de polir une surface. La surfaceuse étudiée dans cet exercice est une surfaceuse à béton, elle est alimentée par de l’énergie pneumatique.",surfaceuse.jpg
64,Pince robot,Une pince robot est un système permettant la préhension d'objets par un robot.,pince_robot.jpg
65,Propulseur rétractable,Le propulseur rétractable permet la propution des bateaux. Il peut être rétracté lors de passages dans des eaux peu profondes.,propulseur_retractable.jpg
66,Lève vitre,Le lève vitre permet de transformer le mouvement de rotation dun moteur électrique en mouveent de translation d'une vitre électrique.,leve_vitre.jpg
67,Essui glace,Le système essui-glace permet de transformer le mouvement de rotation dun moteur électrique en mouvement oscillant des balets d'essui glace.,essui_glace.jpg
68,Suspension moto,La suspension d'une moto est consitutée d'amortisseur et d'un bras oscillant. Le bras oscillant est composé le bras est composé de deux branches (une de chaque côté de la roue) et d'une paire de combinés ressort-amortisseur qui relient l'arrière du bras au haut du cadre de la moto.,suspension_honda.jpg
69,Aviron,"Un aviron est un outil destiné à la propulsion manuelle d'engins flottants, traditionnellement construit en bois. L'aviron appartient au vocabulaire maritime alors que le rame (sauf pour les galères) est du langage commun. L'aviron est utilisé depuis l'Antiquité pour des usages aussi divers que la pêche, la guerre, le sport.",rame.jpg
70,Cric hydraulique,Un cric hydraulique utilise la pression de l'huile pour pousser un vérin et soulever un véhicule.,cric_hydraulique.png
71,Winch,"Un winch, est un équipement fixe placé sur le pont d'un voilier qui permet de démultiplier la traction exercée par l'équipage sur les cordages (écoute, drisse, bras de spinnaker) utilisés pour contrôler la voilure.",winch.jpg
72,Vérin,"Un vérin pneumatique ou hydraulique sert à créer un mouvement mécanique, et consiste en un tube cylindrique (le cylindre) dans lequel une pièce mobile (le piston) sépare le volume du cylindre en deux chambres isolées.",verin.png
73,Affuteuse,Une affuteuse est un outil permettant d'aiguiser des outils.,affuteuse.jpg
74,Musée Beaubourg,"Le Centre national d’art et de culture Georges-Pompidou (CNAC), communément appelé « Centre Beaubourg », est un établissement polyculturel situé dans le quartier de Beaubourg, dans le 4e arrondissement de Paris, entre le quartier des Halles et le quartier du Marais.",Beaubourg.jpg
75,Pilote automatique,Un pilote automatique est un dispositif de guidage automatique d'un véhicule sans intervention humaine. Il s'agit plus précisément d’un système utilisé pour contrôler la trajectoire d'un véhicule sans qu’un contrôle constant par un opérateur humain soit nécessaire. Les pilotes automatiques ne remplacent pas un opérateur humain.,pilote1.jpg
76,Vilebrequin,Le vilebrequin est un dispositif mécanique qui permet la transformation d'un mouvement linéaire rectiligne (pistons) en un mouvement de rotation et vice-versa.,vilebrequin.jpg
77,Presse Multi Poinçonnage,La presse multi-poinçonnage permet la fabrication de couvercles de boîtes de conserves.,presse.png
78,Fixation de ski,Une fixation de ski est un système qui permet de relier le ski à la chaussure.,fixation.png
79,Montage de roulements,Un montage de roulement correspond à la disposition de roulements entre un arbre et un alésage. La configuration de l'assemblage dépend de l'utilisation du système.,roulements.png
80,Bride,Une bride est un système permettant de raccorder deux éléments de chaudronnerie.,bride.jpg
81,Fauteuil TopChair,"Plus d’autonomie pour plus de liberté ! TopChair offre aux personnes à mobilité réduite une nouvelle possibilité de se déplacer sans assistance à domicile, au travail ou en ville.",fauteuil_roulant.png
82,Scilab: Xcos,"Xcos est un éditeur graphique pour construire des modèles de systèmes dynamiques hybrides. Les modèles peuvent être assemblés, chargés, sauvegardés, compilés et simulés.
",xcos.jpg
83,Code-barres,"Un code-barres, ou code à barres, est la représentation d'une donnée numérique ou alphanumérique sous forme d'un symbole constitué de barres et d'espaces dont l'épaisseur varie en fonction de la symbologie utilisée et des données ainsi codées.",code_barres.png
84,Palettiseur de gobelets,"La fonction globale de ce palettiseur est de ranger un maximum d'articles en différentes couches sur une palette normalisée (1m x 1,2m). Le type de rangement et le nombre de couches est défini par un cahier des charges.",Palettiseur_gobelets.jpg
85,Calculatrice de bureau,"Une calculatrice est une machine conçue pour simplifier, et fiabiliser, des opérations de calculs.",calculatrice.png
86,Moteur à courant continu,Une machine à courant continu est une machine électrique. Il s'agit d'un convertisseur électromécanique permettant la conversion bidirectionnelle d'énergie entre une installation électrique parcourue par un courant continu et un dispositif mécanique.,mcc.jpg
87,Tracking vidéo,Techniques permettant d'extraire les informations de mouvement depuis une séquence vidéo.,tracking.jpg
88,Ressort,"Un ressort est un organe ou pièce mécanique qui utilise les propriétés élastiques de certains matériaux pour absorber de l'énergie mécanique, produire un mouvement, ou exercer un effort ou un couple.",ressort.jpg
89,Adhérence,L’adhérence désigne l'ensemble des forces qui s'exercent entre deux substances en contact étroit et les empêchent de glisser l'une contre l'autre.,glisser.jpg
90,Robot Jockey,Le système Robot Jockey permet d'étudier le bras droit robotisé du robot réel KAMEL. Les robots KAMEL sont des machines utilisées en remplacement de jockeys humains pour conduire les dromadaires lors des championnats de la monarchie du Qatar,jockey.png
91,ControlX,Le système Control'X est un axe linéaire didactisé issu d'un véritable système industriel multiaxes de 'Pick and Place'. Il permet le positionnement de pièces avec un haut niveau de performances.,controlX.png
